Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
289,1000,1003,288.052,289000,1540740406510,0.999,0.43258131487889273,999,1003,1271,999,999,999
290,1000,1003,289.052,290000,1540740407510,0.0,0.43108965517241377,999,1003,1271,0,0,0
291,998,1003,290.054,291000,1540740408512,0.0,0.4296082474226804,999,1003,1271,0,0,0
292,1002,1003,291.052,292000,1540740409510,0.0,0.42813698630136987,999,1003,1271,0,0,0
293,1001,1003,292.051,293000,1540740410509,0.0,0.42667576791808876,999,1003,1271,0,0,0
294,998,1003,293.053,294000,1540740411511,0.001,0.4252278911564626,999,1003,1271,1,1,1
295,1001,1003,294.052,295000,1540740412510,0.999,0.4271728813559322,999,1003,1271,999,999,999
296,1000,1003,295.052,296000,1540740413510,0.909,0.4288006756756757,999,1003,1271,911,911,911
297,999,1003,296.053,297000,1540740414511,0.192,0.428003367003367,999,1003,1271,192,192,192
298,999,1003,297.054,298000,1540740415512,0.0,0.42656711409395975,999,1003,1271,0,0,0
299,1001,1003,298.053,299000,1540740416511,0.0,0.42514046822742474,999,1003,1271,0,0,0
